DATAFLOW,LAST UPDATE,freq,unit,sex,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Croatia,2015,4.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Croatia,2016,5.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Croatia,2017,5.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Croatia,2018,5.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Croatia,2019,4.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Croatia,2020,4.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Croatia,2021,5.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Croatia,2022,5.2,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Croatia,2023,6.1,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2005,5.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2006,5.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2007,5.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2008,5.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2009,5.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2010,5.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2011,6.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2012,6.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2013,6.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2014,6.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2015,5.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2016,6.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2017,6.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2018,6.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2019,6.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2020,7.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2021,7.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2022,6.6,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Hungary,2023,7.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2004,8.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2005,9.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2006,9.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2007,9.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2008,9.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2009,10.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2010,10.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2011,10.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2012,10.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2013,10.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2014,11.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2015,11.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2016,12.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2017,12.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2018,12.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2019,13.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2020,11.3,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2021,12.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2022,11.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Ireland,2023,11.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2004,11.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2005,12.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2006,13.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2007,15.6,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2008,13.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2009,12.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2010,13.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2011,14.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2012,14.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2013,15.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2014,15.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2015,15.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2016,14.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2017,14.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Iceland,2018,13.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2004,11.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2005,9.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2006,9.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2007,8.2,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2008,7.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2009,7.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2011,8.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2012,7.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2013,7.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2014,7.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2015,7.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2016,10.4,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2017,9.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2018,9.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2019,10.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2020,10.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2021,10.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2022,10.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Italy,2023,11.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2005,5.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2006,5.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2007,5.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2008,5.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2009,6.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2010,6.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2011,6.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2012,5.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2013,5.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2014,6.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2015,5.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2016,5.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2017,5.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2018,5.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2019,6.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2020,5.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2021,5.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2022,6.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Lithuania,2023,7.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2004,8.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2005,9.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2006,8.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2007,9.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2008,10.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2009,10.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2010,10.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2011,11.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2012,11.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2013,10.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2014,11.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2015,10.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2016,9.5,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2017,9.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2018,9.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2019,10.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2020,10.3,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2021,10.7,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Luxembourg,2022,9.7,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2005,5.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2006,4.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2007,4.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2008,4.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2009,4.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2010,4.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2011,4.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2012,5.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2013,4.0,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2014,4.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2015,4.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2016,4.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2017,4.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2018,4.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2019,4.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2020,4.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2021,4.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2022,4.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Latvia,2023,4.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2005,10.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2006,10.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2007,10.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2008,10.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2009,11.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2010,12.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2011,11.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2012,12.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2013,12.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2014,13.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2015,13.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2016,12.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2017,13.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2018,14.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2019,14.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2020,12.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2021,12.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2022,12.2,p,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Malta,2023,13.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2005,10.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2006,11.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2007,11.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2008,9.9,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2009,9.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2010,9.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2011,10.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2012,10.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2013,9.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2014,10.7,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2015,10.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2016,10.3,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2017,10.1,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2018,9.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2019,10.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2020,10.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2021,9.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2022,9.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Netherlands,2023,9.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2004,12.2,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2005,12.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2006,12.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2007,12.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2008,14.1,b,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2009,13.6,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2010,14.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2011,15.9,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2012,15.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2013,15.0,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2014,15.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2015,15.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2016,15.4,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2017,15.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2018,15.3,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2019,15.8,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2020,15.5,,
ESTAT:HLTH_HLYE(1.0),04/07/25 23:00:00,Annual,Year,Males,Healthy life years in absolute value at 65,Norway,2022,14.7,,
