DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belgium,2012,74.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belgium,2013,74.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belgium,2014,75.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belgium,2015,75.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belgium,2016,75.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belgium,2017,75.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belgium,2018,75.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belgium,2019,76.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belgium,2020,74.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belgium,2021,75.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belgium,2022,76.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belgium,2023,76.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2000,65.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2001,65.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2002,66.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2003,66.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2004,66.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2005,66.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2006,66.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2007,66.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2008,66.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2009,67.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2010,67.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2011,67.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2012,67.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2013,68.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2014,67.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2015,67.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2016,67.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2017,68.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2018,68.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2019,68.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2020,66.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2021,64.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2022,67.1,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Bulgaria,2023,68.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belarus,2011,61.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belarus,2012,62.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belarus,2013,63.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belarus,2014,64.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belarus,2015,64.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belarus,2016,65.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belarus,2017,65.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Belarus,2018,65.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2000,73.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2001,74.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2002,74.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2003,74.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2004,75.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2005,75.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2006,75.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2007,75.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2008,76.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2009,76.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2010,76.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2011,76.8,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2012,77.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2013,77.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2014,77.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2015,77.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2016,78.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2017,77.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2018,78.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2019,78.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2020,77.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2021,78.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2022,78.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Switzerland,2023,78.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2000,71.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2001,73.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2002,72.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2003,73.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2004,72.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2005,72.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2006,74.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2007,73.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2008,74.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2009,74.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2010,75.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2011,75.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2012,75.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2013,76.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2014,76.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2015,76.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2016,76.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2017,76.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2018,77.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2019,76.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2020,76.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2021,75.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2022,76.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Cyprus,2023,77.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2000,68.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2001,68.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2002,68.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2003,68.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2004,68.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2005,69.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2006,69.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2007,70.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2008,70.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2009,70.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2010,70.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2011,71.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2012,71.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2013,71.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2014,72.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2015,72.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2016,72.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2017,72.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2018,72.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2019,72.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2020,71.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2021,70.3,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2022,72.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Czechia,2023,73.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2000,71.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2001,72.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2002,72.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2003,72.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2004,72.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2005,73.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2006,73.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2007,73.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2008,74.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2009,74.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2010,74.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2011,74.3,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2012,74.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2013,74.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2014,75.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2015,74.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2016,74.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2017,75.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2018,75.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2019,75.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2020,75.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2021,74.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2022,74.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany,2023,75.0,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2000,71.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2001,72.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2002,72.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2003,72.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2004,72.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2005,73.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2006,73.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2007,73.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2008,74.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2009,74.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2010,74.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2011,74.3,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2012,74.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2013,74.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2014,75.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2015,74.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2016,74.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2017,75.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2018,75.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2019,75.3,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2020,75.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2021,74.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2022,74.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Germany including former GDR,2023,75.0,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2000,71.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2001,71.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2002,71.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2003,71.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2004,71.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2005,72.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2006,72.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2007,72.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2008,72.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2009,73.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2010,73.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2011,74.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2012,74.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2013,74.7,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2014,75.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2015,75.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2016,75.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2017,75.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2018,75.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2019,75.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2020,76.0,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2021,75.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2022,75.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Denmark,2023,76.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2002,72.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2003,72.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2004,72.8,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2005,72.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2006,73.4,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2007,73.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2008,73.9,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2009,74.2,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2010,74.5,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2011,74.7,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2012,74.8,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2013,75.1,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2014,75.5,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2015,75.3,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2016,75.6,,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2017,75.7,b,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2018,75.8,ep,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2019,76.1,bep,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2020,75.3,bp,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2021,75.3,bp,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2022,75.5,bp,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area - 19 countries  (2015-2022),2023,76.1,bp,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area – 20 countries (2023-2025),2021,75.2,bp,
ESTAT:DEMO_MLEXPEC(1.0),11/09/25 11:00:00,Annual,Year,Males,4 years,Euro area – 20 countries (2023-2025),2022,75.5,bp,
