DATAFLOW,LAST UPDATE,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Luxembourg,2012,3.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Luxembourg,2013,3.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Luxembourg,2014,3.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Luxembourg,2015,4.4,b,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Luxembourg,2016,3.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Luxembourg,2017,3.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Luxembourg,2018,3.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Luxembourg,2019,3.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Luxembourg,2020,4.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Luxembourg,2021,3.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Luxembourg,2022,3.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Luxembourg,2023,3.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Luxembourg,2024,4.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2009,8.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2010,10.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2011,8.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2012,8.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2013,6.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2014,6.1,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2015,5.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2016,5.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2017,5.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2018,4.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2019,3.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2020,4.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2021,4.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2022,3.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2023,3.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Latvia,2024,3.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Montenegro,2011,9.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Montenegro,2012,9.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Montenegro,2013,8.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Montenegro,2014,9.1,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Montenegro,2015,8.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Montenegro,2016,8.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Montenegro,2017,8.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Montenegro,2018,7.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Montenegro,2019,8.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Montenegro,2020,9.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2009,14.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2010,14.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2011,14.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2012,13.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2013,13.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2014,13.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2015,11.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2016,10.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2017,10.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2018,9.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2019,8.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2020,7.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2021,6.4,b,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2022,5.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2023,5.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,North Macedonia,2024,5.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2009,2.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2010,2.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2011,2.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2012,3.1,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2013,2.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2014,2.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2015,2.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2016,2.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2017,2.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2018,2.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2019,2.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2020,2.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2021,2.1,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2022,2.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2023,2.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Malta,2024,2.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2009,4.1,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2010,4.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2011,4.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2012,5.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2013,5.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2014,5.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2015,5.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2016,5.1,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2017,4.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2018,3.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2019,3.1,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2020,3.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2021,3.1,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2022,2.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2023,2.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Netherlands,2024,2.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2009,2.1,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2010,2.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2011,2.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2012,2.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2013,2.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2014,2.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2015,3.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2016,2.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2017,2.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2018,2.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2019,2.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2020,3.1,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2021,2.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2022,2.1,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2023,2.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Norway,2024,2.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2009,4.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2010,5.3,b,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2011,5.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2012,5.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2013,5.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2014,5.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2015,4.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2016,3.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2017,2.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2018,2.1,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2019,1.9,b,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2020,1.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2021,1.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2022,1.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2023,1.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Poland,2024,1.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2009,6.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2010,7.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2011,8.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2012,9.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2013,10.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2014,8.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2015,7.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2016,6.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2017,5.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2018,4.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2019,4.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2020,4.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2021,4.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2022,4.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2023,4.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Portugal,2024,4.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2009,2.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2010,3.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2011,3.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2012,3.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2013,3.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2014,3.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2015,3.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2016,2.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2017,2.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2018,2.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2019,2.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2020,2.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2021,2.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2022,2.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2023,2.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Romania,2024,2.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2010,10.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2011,11.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2012,12.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2013,12.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2014,10.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2015,9.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2016,8.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2017,7.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2018,7.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2019,6.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2020,5.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2021,6.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2022,5.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2023,5.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Serbia,2024,4.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2009,5.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2010,5.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2011,5.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2012,5.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2013,5.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2014,5.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2015,5.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2016,4.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2017,4.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2018,4.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2019,5.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2020,6.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2021,6.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2022,5.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2023,5.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Sweden,2024,6.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2009,3.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2010,4.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2011,4.8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2012,5.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2013,6.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2014,6.2,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2015,5.9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2016,5.1,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2017,4.6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2018,3.5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2019,3.0,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2020,3.4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2021,3.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2022,2.7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2023,2.3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Percentage of total population,Females,Slovenia,2024,2.4,,
