DATAFLOW,LAST UPDATE,freq,unit,indic_il,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2008,72,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2009,72,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2010,72,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2011,72,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2012,73,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2013,73,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2014,69,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2015,74,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2016,75,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2017,73,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2018,70,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2019,75,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2020,73,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2021,69,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2022,75,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2023,78,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Cyprus,2024,78,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2005,572,b,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2006,561,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2007,545,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2008,527,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2009,504,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2010,528,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2011,564,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2012,550,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2013,494,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2014,552,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2015,577,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2016,568,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2017,562,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2018,599,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2019,641,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2020,621,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2021,534,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2022,637,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2023,616,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Czechia,2024,568,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2005,5376,b,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2006,5401,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2007,6740,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2008,6705,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2009,6722,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2010,6729,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2011,6902,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2012,7077,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2013,6970,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2014,7074,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2015,7122,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2016,7312,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2017,7049,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2018,6916,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2019,6502,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2020,6974,b,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2021,6917,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2022,6526,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2023,6417,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Germany,2024,6873,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2005,327,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2006,325,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2007,327,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2008,329,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2009,371,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2010,372,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2011,334,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2012,332,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2013,331,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2014,334,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2015,337,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2016,338,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2017,334,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2018,369,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2019,362,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2020,352,b,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2021,373,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2022,364,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2023,363,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Denmark,2024,349,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2005,25683,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2006,26015,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2007,27245,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2008,27478,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2009,27976,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2010,28116,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2011,29192,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2012,29355,e,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2013,28766,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2014,29759,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2015,30070,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016,30838,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017,30207,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2018,29995,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019,29027,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2020,30000,b,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2021,30238,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2005,26680,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2006,27025,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2007,28093,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2008,28297,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2009,28456,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2010,28465,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2011,29396,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2012,29565,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2013,28982,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2014,29759,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2015,29715,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2016,30478,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2017,29836,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2018,29619,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2019,28685,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 18 countries (2014),2020,29656,b,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2005,27068,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2006,27402,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2007,28475,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2008,28694,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2009,28825,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2010,28802,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2011,29713,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2012,29873,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2013,29328,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2014,30082,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2015,30070,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2016,30838,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2017,30207,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2018,29995,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2019,29027,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2020,30000,b,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area - 19 countries  (2015-2022),2021,30238,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area – 20 countries (2023-2025),2014,30200,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area – 20 countries (2023-2025),2015,30516,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area – 20 countries (2023-2025),2016,31276,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area – 20 countries (2023-2025),2017,30652,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area – 20 countries (2023-2025),2018,30422,,
ESTAT:ILC_LI02(1.0),22/12/25 23:00:00,Annual,Thousand persons,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),Females,Total,Euro area – 20 countries (2023-2025),2019,29432,,
